Datum,Ponovljena,Opstina,Pocetna Cena,Procenjena Vrednost,%,Tip,Kategorija,Opis,Link
2025-03-27,True,Лесковац-град,50598.5,101197.0,50.0,Nepokretnosti,Непокретности,"кп.бр.832, врт 2.класе, површине 2,62 ара ",https://eaukcija.sud.rs/#/aukcije/126515
2025-03-27,True,Лесковац-град,77389.0,154778.0,50.0,Nepokretnosti,Непокретности,"на кп.бр. 831, воћњак 2.класе, површине 401 ари",https://eaukcija.sud.rs/#/aukcije/126516
2025-03-27,True,Лесковац-град,168758.5,337517.0,50.0,Nepokretnosti,Непокретности,"кп.бр.1798, њива 3.класе, површине 26,23 ара ",https://eaukcija.sud.rs/#/aukcije/126517
2025-03-27,True,Лесковац-град,90060.0,180120.0,50.0,Nepokretnosti,Непокретности,"кп.бр. 1608, њива 3.класе, површине 14,62 ара ",https://eaukcija.sud.rs/#/aukcije/126518
2025-03-27,True,Лесковац-град,100377.5,200755.0,50.0,Nepokretnosti,Непокретности,"кп.бр. 1825, њиве 3.класе, површине 15,60 ари ",https://eaukcija.sud.rs/#/aukcije/126519
2025-03-27,True,Лесковац-град,17256.0,34512.0,50.0,Nepokretnosti,Непокретности," кп.бр. 2688, виноград 3.класе, површине 892 ара",https://eaukcija.sud.rs/#/aukcije/126520
2025-03-27,True,Лесковац-град,64637.0,129274.0,50.0,Nepokretnosti,Непокретности," кп.бр. 3054, њива 6.класе, површине 33,47 ара",https://eaukcija.sud.rs/#/aukcije/126521
2025-03-27,True,Лесковац-град,311194.0,622388.0,50.0,Nepokretnosti,Непокретности,"кп.бр. 2224, њива 3.класе, површине 9,48 ари ",https://eaukcija.sud.rs/#/aukcije/126522
2025-03-27,True,Лесковац-град,84467.0,168934.0,50.0,Nepokretnosti,Непокретности,"кп.бр.830 КО Власе, породична стамбена зграда бр.1",https://eaukcija.sud.rs/#/aukcije/126523
2025-03-27,True,Лесковац-град,46152.5,92305.0,50.0,Nepokretnosti,Непокретности,"кп.бр. 3055, па шњак 3.класе, површине 23,91 ара ",https://eaukcija.sud.rs/#/aukcije/126524
2025-03-27,False,Крагујевац - град,7000.0,10000.0,70.0,Pokretnosti,Покретне ствари,"марке ""PANASONIC""",https://eaukcija.sud.rs/#/aukcije/126525
2025-03-27,False,Крагујевац - град,7000.0,10000.0,70.0,Pokretnosti,Покретне ствари,"марке ""GORENJE""",https://eaukcija.sud.rs/#/aukcije/126526
2025-03-27,False,Апатин,28000.0,40000.0,70.0,Pokretnosti,Електронска и рачунарска опрема или део,„JVC“ телевизор,https://eaukcija.sud.rs/#/aukcije/126534
2025-03-27,False,Апатин,31500.0,45000.0,70.0,Pokretnosti,Електронска и рачунарска опрема или део,„TESLA“ клима уређај ,https://eaukcija.sud.rs/#/aukcije/126535
2025-03-27,False,Смедерево-град,41594.64,59420.91,70.0,Nepokretnosti,Непокретности,Шума 2. класе,https://eaukcija.sud.rs/#/aukcije/126536
2025-03-27,False,Смедерево-град,326505.58,466436.54,70.0,Nepokretnosti,Непокретности,Њива 3. класе,https://eaukcija.sud.rs/#/aukcije/126537
2025-03-27,False,Смедерево-град,331674.14,473820.2,70.0,Nepokretnosti,Непокретности,Њива 3. класе,https://eaukcija.sud.rs/#/aukcije/126538
2025-03-27,False,Смедерево-град,40610.15,58014.5,70.0,Nepokretnosti,Непокретности,непокретности,https://eaukcija.sud.rs/#/aukcije/126539
2025-03-27,False,Смедерево-град,205678.32,293826.17,70.0,Nepokretnosti,Непокретности,воћњак 2. класе,https://eaukcija.sud.rs/#/aukcije/126542
2025-03-27,False,Смедерево-град,247698.62,353855.17,70.0,Nepokretnosti,Непокретности,непокретности,https://eaukcija.sud.rs/#/aukcije/126543
2025-03-27,False,Смедерево-град,73719.83,105314.04,70.0,Nepokretnosti,Непокретности,њива 4. класа,https://eaukcija.sud.rs/#/aukcije/126544
2025-03-27,False,Смедерево-град,42757.5,61082.14,70.0,Nepokretnosti,Непокретности,непокретности,https://eaukcija.sud.rs/#/aukcije/126545
2025-03-27,True,Лесковац-град,2590720.0,5181440.0,50.0,Nepokretnosti,Непокретности,"двособан стан, у стамбеној згради у Лесковцу, у ул. Нишкој број 30, спрат 4, стан бр.21, површине 54м2 (по налазу вештака укупна корисна површина предметног стана је 58,88м2), на коме су странке сувласници и то извршни поверилац Станковић Стојан у уделу 4/12, извршни дужник Станковић Стојан од 5/12 и извршни дужник Митић Јадранка у уделу 3/12",https://eaukcija.sud.rs/#/aukcije/126546
2025-03-27,False,Темерин,3873966.03,5534237.18,70.0,Nepokretnosti,Објекат,"-	катастарска парцела број 974 КО Бачки Јарак, градско грађевинско земљиште укупне површине 765 м2, са објектима, породична стамбена зграда број 1, површина под објектом 121 м2, помоћна зграда број 2, површина под објектом 19м2, помоћна зграда број 3, површина под објектом 10м2, земљиште уз зграду и други објекат 500м2 и њива прве класе 115м2, све на адреси Бачки Јарак, Дрварска број 9, уписане у лист непокретности 1893 ко Бачки Јарак, 
-	парцела број 975/1 КО Бачки Јарак, градско грађевинско земљиште, воћњак друге класе површине 348м2 у сувласништву извршног повериоца у 28/32, извршних дужника 1 и 3. реда у по 1/32 и извршног дужника 2.реда у 2/32 дела.",https://eaukcija.sud.rs/#/aukcije/126579
2025-03-27,False,Темерин,3022184.91,4317407.01,70.0,Nepokretnosti,Парцела,"-	катастарска парцела 2306 КО Бачки Јарак, укупне површине 18966 м2, пољопривредно земљиште, њива 1.класе површине 8111м2, њива друге класе  површине 10855 м2 у сувласништву извршног повериоца  12/16 дела, извршних дужника 1. и 3. реда  по 1/16 дела и извршног дужника 2 реда у 2/16 дела. уписане у лист непокретности 343 ко Бачки Јарак.",https://eaukcija.sud.rs/#/aukcije/126580
2025-03-27,True,Топола,6000.0,12000.0,50.0,Pokretnosti,Покретне ствари,Мешалица за бетон струја без ознака,https://eaukcija.sud.rs/#/aukcije/126587
2025-03-27,True,Топола,100000.0,200000.0,50.0,Pokretnosti,Возило или део возила,Теретно возило марке „Zastava 358 AH“ рег.ознака TO 004 XW,https://eaukcija.sud.rs/#/aukcije/126588
2025-03-27,True,Топола,5000.0,10000.0,50.0,Pokretnosti,Покретне ствари,Замрзивач сандучар 310 литара марке „Gorenje“,https://eaukcija.sud.rs/#/aukcije/126589
2025-03-27,True,Топола,6000.0,12000.0,50.0,Pokretnosti,Возило или део возила,"Путничко моторно возило марке „Wolksvagen Golf 1.6“ рег.ознака, TO009",https://eaukcija.sud.rs/#/aukcije/126590
2025-03-27,True,Топола,6000.0,12000.0,50.0,Pokretnosti,Покретне ствари,Meшалица за бетон на струју без ознака,https://eaukcija.sud.rs/#/aukcije/126591
2025-03-27,True,Топола,125000.0,250000.0,50.0,Pokretnosti,Возило или део возила,Теретно возило марке „Zastava 310“ рег.ознака TO-009DS,https://eaukcija.sud.rs/#/aukcije/126592
2025-03-27,True,Топола,7000.0,14000.0,50.0,Pokretnosti,Покретне ствари,Замрзивач 410 литара марке „Gorenje“,https://eaukcija.sud.rs/#/aukcije/126593
2025-03-27,True,Топола,3000.0,6000.0,50.0,Pokretnosti,Покретне ствари,Телевизор марке „Philips“.,https://eaukcija.sud.rs/#/aukcije/126594
2025-03-27,False,Смедерево-град,413668.55,590955.07,70.0,Nepokretnosti,Непокретности,непокретности,https://eaukcija.sud.rs/#/aukcije/126595
2025-03-27,False,Зрењанин-град,2318190.0,3311700.0,70.0,Nepokretnosti,Парцела,"•	Парцеле број 2666, Адреса: ЛИВАДЕ, Општина: Зрењанин, КО: Ботош, Број листа непокретности: 1300, Површина парцеле (м2): 25709",https://eaukcija.sud.rs/#/aukcije/126596
2025-03-27,False,Зрењанин-град,718900.0,1027000.0,70.0,Nepokretnosti,Парцела,"•	Парцела број 3504/21, Адреса: УТРИНЕ, Општина: Зрењанин, КО: Ботош, Број листа непокретности: 1440, Површина парцеле (м2): 6747",https://eaukcija.sud.rs/#/aukcije/126597
2025-03-27,True,Дољевац,114237.5,228475.0,50.0,Nepokretnosti,Непокретности,"Катастарска парцела бр. 12504 (њива 4. класе), површине 6286м², уписана у лн. бр. 911,  КО Пуковац, општина Дољевац",https://eaukcija.sud.rs/#/aukcije/126598
2025-03-27,True,Крагујевац - град,20000.0,40000.0,50.0,Pokretnosti,Покретне ствари,"Кинетичко уже за везивање бродова-л-80м по 500,00 дин",https://eaukcija.sud.rs/#/aukcije/126599
2025-03-27,True,Крагујевац - град,6250.0,12500.0,50.0,Pokretnosti,Покретне ствари,"Пластична бурад од 200л по цени од 500,00дин",https://eaukcija.sud.rs/#/aukcije/126600
2025-03-27,True,Крагујевац - град,25000.0,50000.0,50.0,Pokretnosti,Покретне ствари,Турбина-циклон 4кw-2800 об.радно д-400мм,https://eaukcija.sud.rs/#/aukcije/126601
2025-03-27,True,Крагујевац - град,60000.0,120000.0,50.0,Pokretnosti,Покретне ствари,"Пластичне палете-ком 30 по цени од 4.000,00 дин",https://eaukcija.sud.rs/#/aukcije/126602
2025-03-27,True,Крагујевац - град,12500.0,25000.0,50.0,Pokretnosti,Покретне ствари,"Еуро корпа-ком 5 по цени од 5.000,00дин",https://eaukcija.sud.rs/#/aukcije/126603
2025-03-27,True,Крагујевац - град,375000.0,750000.0,50.0,Pokretnosti,Покретне ствари,"Око 30т разног пластичног материјала/као сировина за даљу прераду-и то полипропилен, поли етилен, поли амид, поли карбонат, РММА, поли стирул по цени од 25.00дин по кг",https://eaukcija.sud.rs/#/aukcije/126604
2025-03-27,False,Бачка Топола,700000.0,1000000.0,70.0,Pokretnosti,Возило или део возила,дизел,https://eaukcija.sud.rs/#/aukcije/126607
2025-03-27,False,Врање-град,2047.5,2925.0,70.0,Nepokretnosti,Пољопривредно земљиште,"- ¼ идеалног дела Њиве 3. класе површине 02а 49м2, потес Доња река, број дела 1, врста земљишта  - пољопривредно, катастарска парцела 236, Лист непокретности 205 КО Буштрање – у износу од 2.925,00 динара,",https://eaukcija.sud.rs/#/aukcije/126636
2025-03-27,False,Врање-град,2539.6,3628.0,70.0,Nepokretnosti,Пољопривредно земљиште,"- ¼ идеалног дела Њиве 2. класе површине 03а 09м2, потес Шумке, број дела 1, врста земљишта  - пољопривредно, катастарска парцела 1297, Лист непокретности 205 КО Буштрање - у износу од 3.628,00 динара, ",https://eaukcija.sud.rs/#/aukcije/126637
2025-03-27,False,Врање-град,42758.1,61083.0,70.0,Nepokretnosti,Пољопривредно земљиште,"- ½  идеалног дела Њиве 4. класе површине 26а 08м2, потес Равниште, број дела 1, врста земљишта  - пољопривредно, катастарска парцела 442, Лист непокретности 211 КО Буштрање - у износу од 61.083,00 динара",https://eaukcija.sud.rs/#/aukcije/126638
2025-03-27,False,Врање-град,3031.0,4330.0,70.0,Nepokretnosti,Пољопривредно земљиште,"-  ¼ идеалног дела Њиве 3. класе површине 03а 70м2, потес Равниште, број дела 1, врста земљишта  - пољопривредно, катастарска парцела 1331, Лист непокретности 205 КО Буштрање - у износу од 4.330,00 динара,",https://eaukcija.sud.rs/#/aukcije/126639
2025-03-27,False,Врање-град,2539.6,3628.0,70.0,Nepokretnosti,Пољопривредно земљиште,"¼ идеалног дела Пашњака 6. класе површине 03а 08м2, потес Света гора, број дела 1, врста земљишта  - пољопривредно, катастарска парцела 3128, Лист непокретности 205 КО Буштрање - у износу од 3.628,00 динара,",https://eaukcija.sud.rs/#/aukcije/126640
2025-03-27,False,Врање-град,3276.7,4681.0,70.0,Nepokretnosti,Пољопривредно земљиште,"- ¼ идеалног дела Пашњака 7. класе површине 04а 01м2, потес Света гора, број дела 1, врста земљишта  - пољопривредно, катастарска парцела 3391, Лист непокретности 205 КО Буштрање - у износу од 4.681,00 динара,",https://eaukcija.sud.rs/#/aukcije/126641
2025-03-27,False,Врање-град,4095.7,5851.0,70.0,Nepokretnosti,Шумско земљиште,"- ¼ идеалног дела Шуме 6. класе површине 04а, потес Белајкин дол, број дела 1, врста земљишта  - шумско, катастарска парцела 7121, Лист непокретности 205 КО Буштрање - у износу од 5.851,00 динара,",https://eaukcija.sud.rs/#/aukcije/126644
2025-03-27,False,Врање-град,15071.7,21531.0,70.0,Nepokretnosti,Шумско земљиште,"- ¼ идеалног дела Шуме 5. класе површине 14а 69м2, потес Белајкин дол, број дела 1, врста земљишта  - шумско, катастарска парцела 7127, Лист непокретности 205 КО Буштрање - у износу од 21.531,00 динара,",https://eaukcija.sud.rs/#/aukcije/126645
2025-03-27,False,Врање-град,25556.3,36509.0,70.0,Nepokretnosti,Пољопривредно земљиште,"- ¼ идеалног дела Пашњака 6. класе површине 31а 18м2, потес Белајкин дол, број дела 1, врста земљишта  - пољопривредно, катастарска парцела 7128, Лист непокретности 205 КО Буштрање - у износу од 36.509,00 динара,",https://eaukcija.sud.rs/#/aukcije/126652
2025-03-27,False,Врање-град,4914.7,7021.0,70.0,Nepokretnosti,Пољопривредно земљиште,"- ¼ идеалног дела Винограда 4. класе површине 06а 03м2, потес Белајкин дол, број дела 1, врста земљишта  - пољопривредно, катастарска парцела 6951, Лист непокретности 205 КО Буштрање - у износу од 7.021,00 динара,",https://eaukcija.sud.rs/#/aukcije/126653
2025-03-27,False,Панчево-град,10922800.0,15604000.0,70.0,Nepokretnosti,Остали пољопривредни објекат,"Објекти број: 17, 18, 19, 21, 22, 23, 24, 25 и 35 постојећи на катастарској парцели број 13085/2, бр. Листа непокретности 3683 КО Банатско Ново Село",https://eaukcija.sud.rs/#/aukcije/126654
2025-03-27,False,Врање-град,11876.9,16967.0,70.0,Nepokretnosti,Пољопривредно земљиште,"- ¼ идеалног дела Њиве 6. класе површине 14а 46м2, потес Белајкин дол, број дела 1, врста земљишта  - пољопривредно, катастарска парцела 6952, Лист непокретности 205 КО Буштрање - у износу од 16.967,00 динара,",https://eaukcija.sud.rs/#/aukcije/126655
2025-03-27,False,Врање-град,4914.7,7021.0,70.0,Nepokretnosti,Пољопривредно земљиште,"- ¼ идеалног дела Пашњака 5. класе површине 06а, потес Белајкин дол, број дела 1, врста земљишта  - пољопривредно, катастарска парцела 7031, Лист непокретности 205 КО Буштрање - у износу од 7.021,00 динара,",https://eaukcija.sud.rs/#/aukcije/126656
2025-03-27,False,Врање-град,3358.6,4798.0,70.0,Nepokretnosti,Шумско земљиште,"- ¼ идеалног дела Шуме 5. класе површине 03а 30м2, потес Белајкин дол, број дела 1, врста земљишта  - шумско, катастарска парцела 7032, Лист непокретности 205 КО Буштрање - у износу од 4.798,00 динара,",https://eaukcija.sud.rs/#/aukcije/126657
2025-03-27,False,Врање-град,5160.4,7372.0,70.0,Nepokretnosti,Пољопривредно земљиште,"- ¼ идеалног дела Пашњака 4. класе површине 06а 28м2, потес Белајкин дол, број дела 1, врста земљишта  - пољопривредно, катастарска парцела 7056, Лист непокретности 205 КО Буштрање - у износу од 7.372,00 динара,",https://eaukcija.sud.rs/#/aukcije/126658
2025-03-27,False,Врање-град,2375.1,3393.0,70.0,Nepokretnosti,Шумско земљиште,"- ¼ идеалног дела Шуме 4. класе површине 02а 30м2, потес Белајкин дол, број дела 1, врста земљишта  - шумско, катастарска парцела 7057, Лист непокретности 205 КО Буштрање - у износу од 3.393,00 динара,",https://eaukcija.sud.rs/#/aukcije/126663
2025-03-27,False,Врање-град,9583.7,13691.0,70.0,Nepokretnosti,Пољопривредно земљиште,"- ¼ идеалног дела Њиве 6. класе површине 11а 72м2, потес Росуљак, број дела 1, врста земљишта  - пољопривредно, катастарска парцела 6603, Лист непокретности 205 КО Буштрање - у износу од 13.691,00 динара,",https://eaukcija.sud.rs/#/aukcije/126664
2025-03-27,True,Бачки Петровац,216364.16,432728.32,50.0,Pokretnosti,Возило или део возила,"Моторно возило, марке Dacia, тип Sandero Ambiance 1.2, 16 V, LPG,теретно возило, боја Црвено тамна метализизирана, година производње 2013., регистарске ознаке NS 297-PK",https://eaukcija.sud.rs/#/aukcije/126686
2025-03-27,True,Бачки Петровац,3000.0,6000.0,50.0,Pokretnosti,Разна роба,"Машина за паковање- Траком ЕRТ – 50 модел, бр. Плен. Маркице 01533 ",https://eaukcija.sud.rs/#/aukcije/126687
2025-03-27,True,Бачки Петровац,5000.0,10000.0,50.0,Pokretnosti,Пољопривредна машина или део,"Косачица за траву, марке Villiger моторна, бр. Плен. Маркице 01535",https://eaukcija.sud.rs/#/aukcije/126688
2025-03-27,True,Бачки Петровац,25000.0,50000.0,50.0,Pokretnosti,Остала опрема или деоо,"Носећи елементи метални, 7 комада, бр. Плен. Маркице 01528",https://eaukcija.sud.rs/#/aukcije/126689
2025-03-27,True,Бачки Петровац,3078.0,6156.0,50.0,Pokretnosti,Разна роба,"Огледало стакло, 2 комада, бр. Плен. Маркице 01522",https://eaukcija.sud.rs/#/aukcije/126690
2025-03-27,True,Бачки Петровац,120000.0,240000.0,50.0,Pokretnosti,Грађевинска машина или део,"Краксна метална-елемент за складиштење и транспорт стакла,плаве боје, 4 комада већа, бр. Плен. Маркице 01539",https://eaukcija.sud.rs/#/aukcije/126691
2025-03-27,True,Бачки Петровац,30000.0,60000.0,50.0,Pokretnosti,Разна роба,"Држачи метални за транспорт стакла за возило, бр. Плен. Маркице 01532",https://eaukcija.sud.rs/#/aukcije/126692
2025-03-27,True,Бачки Петровац,10000.0,20000.0,50.0,Pokretnosti,Остала опрема или деоо,"Краксна метална - црвена, 1 комад, бр. Плен. Маркице 01530",https://eaukcija.sud.rs/#/aukcije/126693
2025-03-27,True,Бачки Петровац,157547.43,315094.86,50.0,Pokretnosti,Разна роба,"Огледала, величине 325 cm x 225 cm, 14 комада, бр. Плен. Маркице 01519",https://eaukcija.sud.rs/#/aukcije/126694
2025-03-27,True,Бачки Петровац,25000.0,50000.0,50.0,Pokretnosti,Грађевинска машина или део,"Монтажна скела метална, плаво-жуте боје, бр. Плен. Маркице 01536",https://eaukcija.sud.rs/#/aukcije/126695
2025-03-27,True,Бачки Петровац,50000.0,100000.0,50.0,Pokretnosti,Канцеларијски намештај,"Угаона гарнитура, беле боје, бр. Плен. Маркице 01542",https://eaukcija.sud.rs/#/aukcije/126696
2025-03-27,True,Бачки Петровац,30000.0,60000.0,50.0,Pokretnosti,Индустријска машина или део,"Циркулар за дрво, марке ГОША, бр. Плен. Маркице 01534",https://eaukcija.sud.rs/#/aukcije/126697
2025-03-27,True,Бачки Петровац,75000.0,150000.0,50.0,Pokretnosti,Остала опрема или деоо,"Краксна метална, 3 комада, бр. Плен. Маркице 01529",https://eaukcija.sud.rs/#/aukcije/126698
2025-03-27,True,Бачки Петровац,35000.0,70000.0,50.0,Pokretnosti,Индустријска машина или део,"Интерглас машина – за гас, марке IMSA бр. Плен. Маркице 01531",https://eaukcija.sud.rs/#/aukcije/126699
2025-03-27,True,Бачки Петровац,12500.0,25000.0,50.0,Pokretnosti,Остала опрема или деоо,"Мердевине, Ал.велике, 1 комад, бр. Плен. Маркице 01523",https://eaukcija.sud.rs/#/aukcije/126700
2025-03-27,True,Бачки Петровац,30000.0,60000.0,50.0,Pokretnosti,Грађевинска машина или део,"Краксна метална за транспорт стакла на возилу, бр. Плен. Маркице 01541",https://eaukcija.sud.rs/#/aukcije/126701
2025-03-27,True,Бачки Петровац,39422.15,78844.3,50.0,Pokretnosti,Разна роба,"Рељефно стакло, величине 160 cm x 200 cm, 9 комада, бр. Плен. Маркице 01521",https://eaukcija.sud.rs/#/aukcije/126702
2025-03-27,True,Бачки Петровац,29250.0,58500.0,50.0,Pokretnosti,Индустријска опрема или део,"Сто за ручно брушење стакла, бр. Плен. Маркице 01538",https://eaukcija.sud.rs/#/aukcije/126703
2025-03-27,True,Бачки Петровац,5335.2,10670.4,50.0,Pokretnosti,Разна роба,"Стакло, величине 325 cm x 200 cm, 5 комада, бр. Плен. Маркице 01520",https://eaukcija.sud.rs/#/aukcije/126704
2025-03-27,True,Бачки Петровац,2350.0,4700.0,50.0,Pokretnosti,Грађевинска машина или део,"Сто за ручно сечење стакла, зелене боје, марке IMSA бр. Плен. Маркице 01537",https://eaukcija.sud.rs/#/aukcije/126705
2025-03-27,True,Бачки Петровац,30000.0,60000.0,50.0,Pokretnosti,Остала опрема или деоо,"Колица за транспорт, 3 комада, , бр. Плен. Маркице 01527 ",https://eaukcija.sud.rs/#/aukcije/126706
2025-03-27,True,Бачки Петровац,45000.0,90000.0,50.0,Pokretnosti,Грађевинска машина или део,"Краксна метална-елемент за складиштење и транспорт стакла,кородирана , 2 комада мања, бр. Плен. Маркице 01540",https://eaukcija.sud.rs/#/aukcije/126707
2025-03-27,False,Врање-град,2703.4,3862.0,70.0,Nepokretnosti,Пољопривредно земљиште,"- ¼ идеалног дела Винограда 4. класе површине 03а 30м2, потес Белајкин дол, број дела 1, врста земљишта  - пољопривредно, катастарска парцела 6836, Лист непокретности 205 КО Буштрање - у износу од 3.862,00 динара,",https://eaukcija.sud.rs/#/aukcije/126708
2025-03-27,True,Врање-град,129000.0,258000.0,50.0,Pokretnosti,Путничко возило или део,"Путничко моторно возило
	марка:  BMW
	Тип: 525 TDS
	регистарских ознака: VR132-SI 
	број шасије: WBADF71060BS52604
	број мотора: 20918920256T1
	радна запремина мотора: 2497
	снага мотора: 105
	година производње: 1998
	боја: E PLAVA D
	највећа дозвољена носивост: 2015
	маса: 1555
	гориво: DIZEL
	возило је нерегистровано",https://eaukcija.sud.rs/#/aukcije/126710
2025-03-27,False,Врање-град,4669.0,6670.0,70.0,Nepokretnosti,Пољопривредно земљиште,"- ¼ идеалног дела Винограда 4. класе површине 05а 65м2, потес Белајкин дол, број дела 1, врста земљишта  - пољопривредно, катастарска парцела 6845, Лист непокретности 205 КО Буштрање - у износу од 6.670,00 динара,",https://eaukcija.sud.rs/#/aukcije/126711
2025-03-27,False,Врање-град,6552.7,9361.0,70.0,Nepokretnosti,Пољопривредно земљиште,"- ¼ идеалног дела Винограда 4. класе површине 07а 99м2, потес Белајкин дол, број дела 1, врста земљишта  - пољопривредно, катастарска парцела 6854, Лист непокретности 205 КО Буштрање - у износу од 9.361,00 динара,",https://eaukcija.sud.rs/#/aukcije/126712
2025-03-27,False,Врање-град,7207.9,10297.0,70.0,Nepokretnosti,Пољопривредно земљиште,"- ¼ идеалног дела Пашњака 5. класе површине 08а 79м2, потес Белајкин дол, број дела 1, врста земљишта  - пољопривредно, катастарска парцела 6874, Лист непокретности 205 КО Буштрање - у износу од 10.297,00 динара,",https://eaukcija.sud.rs/#/aukcije/126727
2025-03-27,False,Врање-град,18266.5,26095.0,70.0,Nepokretnosti,Пољопривредно земљиште,"- ½  идеалног дела Винограда 3. класе површине 11а 16м2, потес Белајкин дол, број дела 1, врста земљишта  - пољопривредно, катастарска парцела 6880, Лист непокретности 211 КО Буштрање - у износу од 26.095,00 динара,",https://eaukcija.sud.rs/#/aukcije/126728
2025-03-27,True,Ковин,1287292.6,2574585.2,50.0,Nepokretnosti,Непокретности,непокретности,https://eaukcija.sud.rs/#/aukcije/126740
2025-03-27,False,Врање-град,2867.2,4096.0,70.0,Nepokretnosti,Пољопривредно земљиште,"- ¼ идеалног дела Винограда 4. класе површине 03а 49м2, потес Дубоки дол, број дела 1, врста земљишта  - пољопривредно, катастарска парцела 6082, Лист непокретности 205 КО Буштрање - у износу од 4.096,00 динара,",https://eaukcija.sud.rs/#/aukcije/126780
2025-03-27,False,Врање-град,81.9,117.0,70.0,Nepokretnosti,Пољопривредно земљиште,"- ¼ идеалног дела Пашњака 4. класе површине 12м2, потес Дубоки дол, број дела 1, врста земљишта  - пољопривредно, катастарска парцела 6166, Лист непокретности 205 КО Буштрање - у износу од 117,00 динара,",https://eaukcija.sud.rs/#/aukcije/126783
2025-03-27,True,Беочин,652695.28,1305390.56,50.0,Nepokretnosti,Пољопривредно земљиште,ПАРЦЕЛА БРОЈ 426 К.О. СВИЛОШ ПОТЕС ЧЕДЕЛИНАЦ ПОЉОПРИВРЕДНО ЗЕМЉИШТЕ ЊИВА 6. КЛАСЕ ПОВРШИНЕ 8574 М2,https://eaukcija.sud.rs/#/aukcije/126784
2025-03-27,True,Беочин,482784.4,965568.8,50.0,Nepokretnosti,Пољопривредно земљиште,"ПАРЦЕЛА БРОЈ 493, К.О. СВИЛОШ, ПОТЕС ЛУКЕ, ПОЉОПРИВРЕДНО ЗЕМЉИШТЕ ЊИВА 3. КЛАСЕ ПОВРШИНЕ 5889 М2",https://eaukcija.sud.rs/#/aukcije/126785
2025-03-27,False,Врање-град,2457.0,3510.0,70.0,Nepokretnosti,Пољопривредно земљиште,"- ¼ идеалног дела Пашњака 4. класе површине 3а, потес Росуљак, број дела 1, врста земљишта  - пољопривредно, катастарска парцела 6167, Лист непокретности 205 КО Буштрање - у износу од 3.510,00 динара,",https://eaukcija.sud.rs/#/aukcije/126786
2025-03-27,True,Беочин,393794.34,787588.68,50.0,Nepokretnosti,Пољопривредно земљиште,"ПАРЦЕЛА БРОЈ 821 К.О. СВИЛОШ, ПОТЕС ДОЊЕ ЛИВАДЕ ПОЉОПРИВРЕДНО ЗЕМЉИШТЕ  ЊИВА 6. КЛАСЕ ПОВРШИНЕ 5173 М2",https://eaukcija.sud.rs/#/aukcije/126787
2025-03-27,False,Врање-град,7044.1,10063.0,70.0,Nepokretnosti,Пољопривредно земљиште,"- ¼ идеалног дела Њиве 6. класе површине 08а 59м2, потес Росуљак, број дела 1, врста земљишта  - пољопривредно, катастарска парцела 6177, Лист непокретности 205 КО Буштрање - у износу од 10.063,00 динара,",https://eaukcija.sud.rs/#/aukcije/126789
2025-03-27,True,Беочин,180872.87,361745.74,50.0,Nepokretnosti,Пољопривредно земљиште,"ПАРЦЕЛА БРОЈ 916К.О. СВИЛОШ ПОТЕС БРАЈИНАЦ, ПОЉОПРИВРЕДНО ЗЕМЉИШТЕ ЊИВА 6. КЛАСЕ  ПОВРШИНЕ 5148 М2",https://eaukcija.sud.rs/#/aukcije/126799
2025-03-27,False,Врање-град,23754.5,33935.0,70.0,Nepokretnosti,Пољопривредно земљиште,"- ¼ идеалног дела Њиве 6. класе површине 29а 04м2, потес Росуљак, број дела 1, врста земљишта  - пољопривредно, катастарска парцела 6600, Лист непокретности 205 КО Буштрање - у износу од 33.935,00 динара,",https://eaukcija.sud.rs/#/aukcije/126800
2025-03-27,False,Врање-град,3768.1,5383.0,70.0,Nepokretnosti,Пољопривредно земљиште,"- ¼ идеалног дела Винограда 4. класе површине 04а 59м2, потес Белајкин дол, број дела 1, врста земљишта  - пољопривредно, катастарска парцела 5786, Лист непокретности 205 КО Буштрање - у износу од 5.383,00 динара,",https://eaukcija.sud.rs/#/aukcije/126801
2025-03-27,False,Врање-град,9993.2,14276.0,70.0,Nepokretnosti,Пољопривредно земљиште,"- ¼ идеалног дела Пашњака 5. класе површине 12а 23м2, потес Дубоки дол, број дела 1, врста земљишта  - пољопривредно, катастарска парцела 5803, Лист непокретности 205 КО Буштрање - у износу од 14.276,00 динара,",https://eaukcija.sud.rs/#/aukcije/126802
2025-03-27,False,Врање-град,10812.2,15446.0,70.0,Nepokretnosti,Пољопривредно земљиште,"- ¼ идеалног дела Пашњака 4. класе површине 13а 18м2, потес Дубоки дол, број дела 1, врста земљишта  - пољопривредно, катастарска парцела 5805, Лист непокретности 205 КО Буштрање - у износу од 15.446,00 динара,",https://eaukcija.sud.rs/#/aukcije/126803
2025-03-27,False,Врање-град,22362.2,31946.0,70.0,Nepokretnosti,Пољопривредно земљиште,"¼ идеалног дела Њиве 4. класе површине 27а 26м2, потес Дубоки дол, број дела 1, врста земљишта  - пољопривредно, катастарска парцела 5818, Лист непокретности 205 КО Буштрање - у износу од 31.946,00 динара,",https://eaukcija.sud.rs/#/aukcije/126806
