Datum,Ponovljena,Opstina,Pocetna Cena,Procenjena Vrednost,%,Tip,Kategorija,Opis,Link
2025-03-07,True,Лозница-град,225000.0,450000.0,50.0,Pokretnosti,Покретне ствари,"Врста возила (Ј): PUTNIČKO VOZILO
Марка возила (Д.1): FORD
Тип, варијанта, верзија (Д.2): FIESTA",https://eaukcija.sud.rs/#/aukcije/125072
2025-03-07,True,Лајковац,200000.0,400000.0,50.0,Pokretnosti,Возило или део возила,"1.	Путнички аутомобил марке Fiat Grande Punto,рег. ознака VA-108-JT,беле боје,4/5 врата,дизел,регистрован до 29.07.2025.године ",https://eaukcija.sud.rs/#/aukcije/125073
2025-03-07,True,Љиг,5000.0,10000.0,50.0,Pokretnosti,Електронска и рачунарска опрема или део,3.	Телевизор марке Самсунг 32“ ,https://eaukcija.sud.rs/#/aukcije/125074
2025-03-07,True,Љиг,15000.0,30000.0,50.0,Pokretnosti,Намештај,1.	Трпезаријски сто са 8 столица ,https://eaukcija.sud.rs/#/aukcije/125075
2025-03-07,True,Љиг,2500.0,5000.0,50.0,Pokretnosti,Намештај,"10.	Мањи клуб сто дрвени,са стаклом ",https://eaukcija.sud.rs/#/aukcije/125076
2025-03-07,True,Љиг,10000.0,20000.0,50.0,Pokretnosti,Електронска и рачунарска опрема или део,6.	Лаптоп марке DELL ,https://eaukcija.sud.rs/#/aukcije/125077
2025-03-07,True,Љиг,3000.0,6000.0,50.0,Pokretnosti,Намештај,7.	Компјутерска столица ,https://eaukcija.sud.rs/#/aukcije/125078
2025-03-07,True,Љиг,10000.0,20000.0,50.0,Pokretnosti,Намештај,11.	Дрвена комода са стакленим делом ,https://eaukcija.sud.rs/#/aukcije/125079
2025-03-07,True,Љиг,18000.0,36000.0,50.0,Pokretnosti,Намештај,"9.	Тросед,двосед и фотеља ",https://eaukcija.sud.rs/#/aukcije/125080
2025-03-07,True,Љиг,18000.0,36000.0,50.0,Pokretnosti,Намештај,2.	Кухиња са радним делом и судопером ,https://eaukcija.sud.rs/#/aukcije/125081
2025-03-07,True,Љиг,2000.0,4000.0,50.0,Pokretnosti,Намештај,5.	Сто за компјутер ,https://eaukcija.sud.rs/#/aukcije/125082
2025-03-07,True,Љиг,7500.0,15000.0,50.0,Pokretnosti,Намештај,4.	Троделни ормар ,https://eaukcija.sud.rs/#/aukcije/125083
2025-03-07,True,Љиг,4000.0,8000.0,50.0,Pokretnosti,Опрема,Усисивач марке Karcher ,https://eaukcija.sud.rs/#/aukcije/125084
2025-03-07,True,Љиг,6000.0,12000.0,50.0,Pokretnosti,Електронска и рачунарска опрема или део,8.	Телевизор марке Toshiba regza,https://eaukcija.sud.rs/#/aukcije/125085
2025-03-07,True,Крагујевац - град,175000.0,350000.0,50.0,Pokretnosti,Путничко возило или део,"путничко возило, нема видљива оштећења осим огребозина са леве стране задњег браника.",https://eaukcija.sud.rs/#/aukcije/125086
2025-03-07,False,Панчево-град,835100.0,1193000.0,70.0,Nepokretnosti,Кућа,"Породична стамбена зграда објекат број 1, објекат преузет из земљишне књиге, катастарска парцела број 2630, површине у габариту 114 м2, ул. Аксентија Максимовића бр. 10, са припадајућим правом коришћења земљишта, уписана и описана  у лист непокретности 5608, КО Панчево",https://eaukcija.sud.rs/#/aukcije/125087
2025-03-07,True,Мионица,500000.0,1000000.0,50.0,Pokretnosti,Транспортно возило или део,"Камионска приколица за превоз трупаца,рег ознака AS 238 NS ,непознате марке",https://eaukcija.sud.rs/#/aukcije/125088
2025-03-07,True,Мионица,775000.0,1550000.0,50.0,Pokretnosti,Пољопривредна машина или део,"1.	Трактор марке Same Bufalo,130 коњских снага,дупла вуча,са кабином ",https://eaukcija.sud.rs/#/aukcije/125089
2025-03-07,True,Уб,3000.0,6000.0,50.0,Pokretnosti,Електронска и рачунарска опрема или део,4.	Мини линија марке Philips ,https://eaukcija.sud.rs/#/aukcije/125090
2025-03-07,True,Уб,20000.0,40000.0,50.0,Pokretnosti,Намештај,3.	Кухиња са радним делом и судопером ,https://eaukcija.sud.rs/#/aukcije/125091
2025-03-07,True,Уб,17500.0,35000.0,50.0,Pokretnosti,Намештај,2.	Трпезаријски сто са 11 столица ,https://eaukcija.sud.rs/#/aukcije/125092
2025-03-07,True,Уб,12000.0,24000.0,50.0,Pokretnosti,Електронска и рачунарска опрема или део,1.	Телевизор марке Volt 43“ ,https://eaukcija.sud.rs/#/aukcije/125093
2025-03-07,True,Уб,90000.0,180000.0,50.0,Pokretnosti,Пољопривредна машина или део,"Тракторска приколица са једном осовином и кип уређајем,без ближих ознака ",https://eaukcija.sud.rs/#/aukcije/125094
2025-03-07,True,Уб,7500.0,15000.0,50.0,Pokretnosti,Намештај,5.	Кухиња са радним делом и судопером ,https://eaukcija.sud.rs/#/aukcije/125095
2025-03-07,True,Уб,5000.0,10000.0,50.0,Pokretnosti,Машина или део машине,3.	Компресор за ваздух марке Speedy ,https://eaukcija.sud.rs/#/aukcije/125096
2025-03-07,True,Уб,4000.0,8000.0,50.0,Pokretnosti,Намештај,6.	Трпезарисјки сто са шест столица ,https://eaukcija.sud.rs/#/aukcije/125097
2025-03-07,True,Уб,6000.0,12000.0,50.0,Pokretnosti,Машина или део машине,1.	Тример марке Villager BC 900 ,https://eaukcija.sud.rs/#/aukcije/125098
2025-03-07,True,Уб,12000.0,24000.0,50.0,Pokretnosti,Машина или део машине,2.	Косачица марке Farm combi ,https://eaukcija.sud.rs/#/aukcije/125099
2025-03-07,True,Уб,5000.0,10000.0,50.0,Pokretnosti,Машина или део машине,4.	Моторна тестера марке Villager V63 305 ,https://eaukcija.sud.rs/#/aukcije/125100
2025-03-07,False,Звездара,14059865.4,20085522.0,70.0,Nepokretnosti,Стан,"-	трособан стан површине 54м2, на четвртом спрату Стамбено-пословне зграде у улици Држићева број 9, број зграде 1, број посебног дела 12, евиденцијски број посебног дела 14 изграђен на катастарској парцели 2770 КО Звездара.
утврђене тржишне вредности у износу од 20.085.522,00 динара
",https://eaukcija.sud.rs/#/aukcije/125103
2025-03-07,False,Прибој,42000.0,60000.0,70.0,Pokretnosti,Путничко возило или део,"-	Путничко моторно возило марке VOLKSWAGEN, модел GOLF 2, нерегистрован, беле боје, пописна маркица бр. 161/24 - процењене вредности 60.000,00 динара,",https://eaukcija.sud.rs/#/aukcije/125104
2025-03-07,False,Прибој,42000.0,60000.0,70.0,Pokretnosti,Путничко возило или део,"-	Путничко моторно возило марке VOLKSWAGEN, модел GOLF 2, нерегистрован, жуте боје, пописна маркица бр. 162/24 - процењене вредности 60.000,00 динара,",https://eaukcija.sud.rs/#/aukcije/125105
2025-03-07,False,Велика Плана,245000.0,350000.0,70.0,Pokretnosti,Возило или део возила,"Путничко возило марке ""SSANGYONG REXTON 2.7"" рег. ознака VP 055-PO број шасије: KPTG0B1FS4P149175 бр. мотора: 66592512021843 година производње:  2004",https://eaukcija.sud.rs/#/aukcije/125107
2025-03-07,False,Пожега,2830380.0,4043400.0,70.0,Nepokretnosti,Пословни објекат,"-	Објекта – пословног простора у ванкњижној својини извршног дужника који се налази на кат. Парцели бр. 320/3 КО Пожега, Ул. Краља Александра бр. 3, нето површине 69,00 м2, процењене вредности 4.043.400,00 динара",https://eaukcija.sud.rs/#/aukcije/125171
2025-03-07,False,Земун,10500.0,15000.0,70.0,Pokretnosti,Покретне ствари,"	ТЕЛЕВИЗОР ,,LG“  ",https://eaukcija.sud.rs/#/aukcije/125198
2025-03-07,False,Земун,8400.0,12000.0,70.0,Pokretnosti,Покретне ствари,.	ТРПЕЗАРИЈСКИ СТО  ,https://eaukcija.sud.rs/#/aukcije/125199
2025-03-07,False,Земун,8400.0,12000.0,70.0,Pokretnosti,Покретне ствари,	ТРПЕЗАРИЈСКЕ СТОЛИЦЕ ,https://eaukcija.sud.rs/#/aukcije/125200
2025-03-07,False,Земун,10500.0,15000.0,70.0,Pokretnosti,Покретне ствари,	ТРОСЕД,https://eaukcija.sud.rs/#/aukcije/125202
2025-03-07,False,Земун,6300.0,9000.0,70.0,Pokretnosti,Покретне ствари,СТОЧИЋ,https://eaukcija.sud.rs/#/aukcije/125204
2025-03-07,True,Ћуприја,5000.0,10000.0,50.0,Pokretnosti,Покретне ствари,1.	Мешалица за бетон,https://eaukcija.sud.rs/#/aukcije/125444
2025-03-07,True,Параћин,85000.0,170000.0,50.0,Pokretnosti,Покретне ствари,"1.	Ротациона коса 165, СИП, црвене боје, процењене вредности 50.000,00 динара; 
2.	Шумска приколица ручне израде, процењене вредности 60.000,00 динара; 
3.	Шумска приколица ручне израде, црне боје, процењене вредности 40.000,00 динара; 
4.	Трокрилна дрљача сиве боје, процењене вредности 20.000,00 динара; 
",https://eaukcija.sud.rs/#/aukcije/125445
2025-03-07,True,Свилајнац,85000.0,170000.0,50.0,Pokretnosti,Покретне ствари,"1.	Двобразни плуг 755, ниски клиренс, процењене вредности 20.000,00 динара; 
2.	Тракторска приколица љутомерка, процењене вредности 150.000,00 динара; 
",https://eaukcija.sud.rs/#/aukcije/125531
2025-03-07,False,Свилајнац,84000.0,120000.0,70.0,Pokretnosti,Возило или део возила,"Путничког возила марке OPEL OMEGA – B, дизел, регистарских ознака SV032-VH, датум важења регистрације возила 21.10.2025.године, број шасије W0L0VBM6921019998, број мотора Y25DT32589943, година производње 2002, боја возила E SIVA B",https://eaukcija.sud.rs/#/aukcije/125537
2025-03-07,False,Деспотовац,70000.0,100000.0,70.0,Pokretnosti,Покретне ствари,"1.GUMIL музилица, 2.TOMOS мотор на бензин за поливање, 3.	Мешалица за бетон, на струју, 4.	Приколица за трактор, 5.Дрљача четрокрилна",https://eaukcija.sud.rs/#/aukcije/125544
2025-03-07,True,Крагујевац - град,30000.0,60000.0,50.0,Pokretnosti,Путничко возило или део,"Путничко моторно возило марке FORD, модел возила FOKUS 1.6 16V ZETEC, регистрације KG272-SX, број шасије WF0AXXGCDA1B79228, запремина мотора 1596, гориво бензин, број седишта 5, година производње 2001, број мотора FYDB1B79228, датум важења регистрације 12.02.2024.године, процењене вредности 60.000,00 динара. Возило са свих страна на каросерији има оштећења и нема исправан кочиони систем.",https://eaukcija.sud.rs/#/aukcije/125553
2025-03-10,False,Рашка,4138879.5,5912685.0,70.0,Nepokretnosti,Грађевинско земљиште,"Катастарска парцела број 3888/12 КО Копаоник, површине 340 м², по врсти грађевинско земљиште ван граница ггз, по култури остало вештачки створено неплодно земљиште, уписана у лист непокретности број 962 КО Копаоник, у приватној својини извршног дужника са обимом удела од 1/1.",https://eaukcija.sud.rs/#/aukcije/124808
2025-03-10,False,Шабац-град,53239.9,76057.0,70.0,Nepokretnosti,Пољопривредно земљиште,"сувласнички удео у обиму од 643/4572 на катастарској парцели број 277, улица Глишићевска, површине 45а 72м2, уписана у лист непокретности број 600 КО Поцерски Причиновић",https://eaukcija.sud.rs/#/aukcije/124828
2025-03-10,False,Врњачка Бања,8400.0,12000.0,70.0,Pokretnosti,Разна роба,Телевизор VOX,https://eaukcija.sud.rs/#/aukcije/124835
2025-03-10,False,Врњачка Бања,4200.0,6000.0,70.0,Pokretnosti,Намештај,Комода браон боје,https://eaukcija.sud.rs/#/aukcije/124836
2025-03-10,False,Врњачка Бања,5600.0,8000.0,70.0,Pokretnosti,Намештај,Витрина браон боје,https://eaukcija.sud.rs/#/aukcije/124837
2025-03-10,False,Ваљево-град,252000.0,360000.0,70.0,Pokretnosti,Покретне ствари,"Врста возила (Ј): PUTNIČKO VOZILO Марка возила (Д.1): ŠKODA Тип, варијанта, верзија (Д.2): SUPER COMFORT 2.5 TDI 2.5 V6TDI",https://eaukcija.sud.rs/#/aukcije/124892
2025-03-10,False,Палилула,21000.0,30000.0,70.0,Pokretnosti,Покретне ствари,"монитор samsung, тросед, сто",https://eaukcija.sud.rs/#/aukcije/124900
2025-03-10,False,Чачак-град,89979.88,128542.68,70.0,Nepokretnosti,Пољопривредно земљиште,"к.п. бр. 174 КО Балуга Љубићска , по култури њива 1. класе, сада њива у корову, необрађена, површине 686 м2",https://eaukcija.sud.rs/#/aukcije/125018
2025-03-10,False,Чачак-град,419468.87,599241.24,70.0,Nepokretnosti,Пољопривредно земљиште,"К.п. бр. 418/2 , КО Балуга Трнавска, по култрури њива 1. ии 2. класе, сада њива у корову, површине 3198м2",https://eaukcija.sud.rs/#/aukcije/125019
2025-03-10,False,Чачак-град,1061526.44,1516466.34,70.0,Nepokretnosti,Пољопривредно земљиште,"-	К.п. бр. 360 КО Виљуша, по култури њива 3. и 4. класе, сада воћњак, јабуке,  површине 8093 м2",https://eaukcija.sud.rs/#/aukcije/125020
2025-03-10,False,Чачак-град,50499.68,72142.4,70.0,Nepokretnosti,Пољопривредно земљиште,"-	К.п. бр. 784/2 КО Виљуша, по култури њива 6 класе, сада делом воћњак,  површине 880 м2",https://eaukcija.sud.rs/#/aukcije/125021
2025-03-10,False,Чачак-град,182028.39,260040.56,70.0,Nepokretnosti,Пољопривредно земљиште,"-	К.п. бр. 785/2 КО Виљуша, по култури њива 6. класе, сада делом њива, делом воћњак, површине 3172 м2",https://eaukcija.sud.rs/#/aukcije/125022
2025-03-10,False,Чачак-град,24589.9,35128.43,70.0,Nepokretnosti,Пољопривредно земљиште,"-	К.п. бр. 1440 КО Виљуша, по култури њива 3. класе, сада млад воћњак, јабуке,  површине 4285 м2",https://eaukcija.sud.rs/#/aukcije/125023
2025-03-10,False,Чачак-град,192701.88,275288.4,70.0,Nepokretnosti,Шумско земљиште,"-	К.п. бр. 1471/1 КО Виљуша, по култури шума 2.класе, сада шума у категорији огревног дрвета, има вредност станишта и дрвне масе,   површине 3358 м2",https://eaukcija.sud.rs/#/aukcije/125024
2025-03-10,False,Чачак-град,229601.39,328001.98,70.0,Nepokretnosti,Пољопривредно земљиште,"-	К.п. бр. 1492/1 КО Виљуша, по култури виноград 3. класе, сада запуштен воћњак, површине 4001 м2",https://eaukcija.sud.rs/#/aukcije/125025
2025-03-10,False,Чачак-град,147654.18,210934.54,70.0,Nepokretnosti,Грађевинско земљиште,"-	К.п. бр. 1493/2 КО Виљуша, по култури њива 3. класе, сада стари воћњак, површине 2573 м2",https://eaukcija.sud.rs/#/aukcije/125026
2025-03-10,False,Чачак-град,128257.71,183225.3,70.0,Nepokretnosti,Пољопривредно земљиште,"-	К.п. бр. 1493/3  КО Виљуша, по култури виноград 3. класе, сада стари воћњак, површине 2235м2",https://eaukcija.sud.rs/#/aukcije/125027
2025-03-10,False,Чачак-град,75979.06,108541.52,70.0,Nepokretnosti,Пољопривредно земљиште,"-	К.п. бр. 1505 КО Виљуша, по култури виноград 3. класе, сада ливада, површине 1324 м2, ",https://eaukcija.sud.rs/#/aukcije/125028
2025-03-10,True,Мионица,381479.0,762958.0,50.0,Nepokretnosti,Шумско земљиште,"шума 5. класе, површине 5.854м2 – на кат. парц. бр. 294/2 КО Голубац, уписане у лист непокретности бр. 191 КО Голубац – процењена вредност износи 762.958,00 динара",https://eaukcija.sud.rs/#/aukcije/125449
2025-03-11,False,Обреновац,26600.0,38000.0,70.0,Pokretnosti,Покретне ствари,"ормар , клима gree , фотеља, двосед, тв vivax",https://eaukcija.sud.rs/#/aukcije/124894
2025-03-11,False,Земун,29400.0,42000.0,70.0,Pokretnosti,Покретне ствари,"тв, тросед, двосед, фотеља",https://eaukcija.sud.rs/#/aukcije/124901
2025-03-11,False,Панчево-град,499498.62,713569.46,70.0,Nepokretnosti,Пољопривредно земљиште,"Уписана у листу непокретности број 2226 КО Банатско Ново Село:
Број парцеле: 5105/2, површине у m2: 6085; врста земљишта: пољопривредно земљиште;
култура: њива 4. класе.",https://eaukcija.sud.rs/#/aukcije/124916
2025-03-11,False,Лесковац-град,245000.0,350000.0,70.0,Pokretnosti,Возило или део возила,"путничко возило марке PEUGEOT, тип 407 1.6 HDI рег. ознаке VL038-ZV",https://eaukcija.sud.rs/#/aukcije/124921
2025-03-11,True,Шид,223731.5,447463.0,50.0,Nepokretnosti,Непокретности,"сувласнички удео од 1/4, кућа и 3 помоћна објекта, са окућницом, парцела бр. 672 к.о. Бачинци",https://eaukcija.sud.rs/#/aukcije/124978
2025-03-11,False,Сокобања,7234500.0,10335000.0,70.0,Nepokretnosti,Стан,"стан у улици Вука Караџића, број стана 18,на трећем страту, корисне површине 74 м2, у стамбеној згради за колективно становање, број објекта 1, број улаза 9, на катастарској парцели број 5125/2,  уписана у лист непокретности број 4049 КО Сокобања,",https://eaukcija.sud.rs/#/aukcije/125016
2025-03-11,True,Крагујевац - град,5000.0,10000.0,50.0,Pokretnosti,Остала опрема или деоо,"машина за веш марке ""Gorenje""",https://eaukcija.sud.rs/#/aukcije/125129
2025-03-11,True,Крагујевац - град,3000.0,6000.0,50.0,Pokretnosti,Остала опрема или деоо,"телевизор марке ""LG"" црне боје",https://eaukcija.sud.rs/#/aukcije/125130
2025-03-11,True,Крагујевац - град,4000.0,8000.0,50.0,Pokretnosti,Остала опрема или деоо,"телевизор марке ""TESLA""",https://eaukcija.sud.rs/#/aukcije/125131
2025-03-11,True,Крагујевац - град,2000.0,4000.0,50.0,Pokretnosti,Остала опрема или деоо,"замрзивач марке ""OBOD""",https://eaukcija.sud.rs/#/aukcije/125132
2025-03-11,False,Инђија,3496030.97,4994329.95,70.0,Nepokretnosti,Стамбени објекат,"-	парц.бр. 1818/326 од 385 м2,
-	парц.бр. 1818/326 Калакача, Зграда за коју није позната намена од 80м2, Објекат изграђен без одобрења за градњу, 
све уписано у Листу непокретности број 2060 КО Бешка
",https://eaukcija.sud.rs/#/aukcije/125173
2025-03-11,True,Пожега,60000.0,120000.0,50.0,Pokretnosti,Покретне ствари,"тип 206 1.4 HDI CD CLIMM, без регистарских ознака, година производње 2004., број шасије VF32S8HXF44239930, број мотора 8HXPSA10FD540871984, регистрација важила до 28.09.2024. године, погон на дизел гориво",https://eaukcija.sud.rs/#/aukcije/125206
2025-03-11,False,Чачак-град,561810.2,802586.0,70.0,Nepokretnosti,Објекат,"породична стамбена зграда површине 62м2 изграђена без одобрења за градњу у улици Чачак, постојеће на катастарској парцели број 4985, уписане у лист непокретности број 6615 КО Чачак",https://eaukcija.sud.rs/#/aukcije/125233
2025-03-11,False,Кула,55561296.7,79373281.0,70.0,Nepokretnosti,Непокретности,"непокретност  уписана у лист непокретности број 11477 Ко Кула, парцела 9108/5 укупне површине 34.124 м2 и то:
 Њива 1. класе индустријска зона у површини 14.836м2 и Њива 2. класе индустријска зона у површини 19.288м2 са започетом иградњом пословних објеката, својина приватна обим удела 1/1 извршног дужника. На наведеној непокретности је започета изградња пословних објеката",https://eaukcija.sud.rs/#/aukcije/125293
2025-03-11,False,Власотинце,14000.0,20000.0,70.0,Pokretnosti,Остала покретна имовина,Телевизор Samsung 50 inča,https://eaukcija.sud.rs/#/aukcije/125301
2025-03-11,False,Власотинце,8400.0,12000.0,70.0,Pokretnosti,Намештај,"Комода за телевизор, иверица",https://eaukcija.sud.rs/#/aukcije/125302
2025-03-11,False,Власотинце,21000.0,30000.0,70.0,Pokretnosti,Намештај,Угаона гарнитура. кожна,https://eaukcija.sud.rs/#/aukcije/125303
2025-03-11,False,Власотинце,2100.0,3000.0,70.0,Pokretnosti,Намештај,"Фотеља, кожна , оштећена",https://eaukcija.sud.rs/#/aukcije/125304
2025-03-11,False,Власотинце,14000.0,20000.0,70.0,Pokretnosti,Намештај,Трпезаријски сто са 6 столица,https://eaukcija.sud.rs/#/aukcije/125305
2025-03-11,False,Власотинце,10500.0,15000.0,70.0,Pokretnosti,Намештај,Кухиња са висећим и подностојећим елементима,https://eaukcija.sud.rs/#/aukcije/125306
2025-03-11,False,Власотинце,2100.0,3000.0,70.0,Pokretnosti,Остала покретна имовина,Микроталасна пећ Primotecq,https://eaukcija.sud.rs/#/aukcije/125307
2025-03-11,False,Власотинце,4900.0,7000.0,70.0,Pokretnosti,Намештај,Гардеробер од иверице,https://eaukcija.sud.rs/#/aukcije/125308
2025-03-11,False,Власотинце,2800.0,4000.0,70.0,Pokretnosti,Остала покретна имовина,Замрзивач 400 l,https://eaukcija.sud.rs/#/aukcije/125309
2025-03-11,False,Власотинце,1750.0,2500.0,70.0,Pokretnosti,Остала покретна имовина,Усисивач Severin,https://eaukcija.sud.rs/#/aukcije/125310
2025-03-11,False,Власотинце,8400.0,12000.0,70.0,Pokretnosti,Остала покретна имовина,Клима Vox,https://eaukcija.sud.rs/#/aukcije/125311
2025-03-11,True,Гроцка,5000.0,10000.0,50.0,Pokretnosti,Покретне ствари,"	ТЕЛЕВИЗОР ,,SONY”  ",https://eaukcija.sud.rs/#/aukcije/125459
2025-03-11,True,Гроцка,1000.0,2000.0,50.0,Pokretnosti,Покретне ствари,	ПОЛИЦА ТЕЛЕВИЗОР  ,https://eaukcija.sud.rs/#/aukcije/125460
2025-03-11,True,Гроцка,5000.0,10000.0,50.0,Pokretnosti,Покретне ствари,"МАШИНА ЗА ВЕШ ,,WHIRLPOOL” ",https://eaukcija.sud.rs/#/aukcije/125461
2025-03-11,True,Гроцка,1500.0,3000.0,50.0,Pokretnosti,Покретне ствари,"	КОМПЈУТЕР ,,ASUS” ",https://eaukcija.sud.rs/#/aukcije/125462
2025-03-11,True,Гроцка,2500.0,5000.0,50.0,Pokretnosti,Покретне ствари,КОМОДА ,https://eaukcija.sud.rs/#/aukcije/125463
2025-03-11,True,Врање-град,760600.0,1521200.0,50.0,Pokretnosti,Возило или део возила,"Тешки трицикл
Рег. ознака: VR02-072
Марка: CAN - AM
Тип: SPAYDER RT-S",https://eaukcija.sud.rs/#/aukcije/125517
2025-03-11,True,Шабац-град,7500.0,15000.0,50.0,Pokretnosti,Покретне ствари,SAMOGRADNJA,https://eaukcija.sud.rs/#/aukcije/125578
2025-03-11,True,Шабац-град,12500.0,25000.0,50.0,Pokretnosti,Покретне ствари,SHARP,https://eaukcija.sud.rs/#/aukcije/125579
2025-03-11,True,Шабац-град,12500.0,25000.0,50.0,Pokretnosti,Покретне ствари,VOX,https://eaukcija.sud.rs/#/aukcije/125580
2025-03-11,True,Шабац-град,7500.0,15000.0,50.0,Pokretnosti,Покретне ствари,PREKRUPAČ,https://eaukcija.sud.rs/#/aukcije/125581
2025-03-11,True,Шабац-град,5000.0,10000.0,50.0,Pokretnosti,Покретне ствари,APARAT ZA VARENJE ,https://eaukcija.sud.rs/#/aukcije/125582
2025-03-11,True,Шабац-град,10000.0,20000.0,50.0,Pokretnosti,Покретне ствари,FRIKOM,https://eaukcija.sud.rs/#/aukcije/125583
2025-03-11,True,Шабац-град,12000.0,24000.0,50.0,Pokretnosti,Покретне ствари,TESTERA,https://eaukcija.sud.rs/#/aukcije/125584
2025-03-11,True,Краљево-град,10000.0,20000.0,50.0,Pokretnosti,Електронска и рачунарска опрема или део,"марке ""BEKO""",https://eaukcija.sud.rs/#/aukcije/125590
2025-03-11,True,Краљево-град,7500.0,15000.0,50.0,Pokretnosti,Електронска и рачунарска опрема или део,"марке ""GRUNDING""",https://eaukcija.sud.rs/#/aukcije/125591
2025-03-11,True,Краљево-град,5000.0,10000.0,50.0,Pokretnosti,Разна роба,"марке ""BEKO""",https://eaukcija.sud.rs/#/aukcije/125592
2025-03-11,True,Краљево-град,4000.0,8000.0,50.0,Pokretnosti,Разна роба,"марке ""LUKSELL""",https://eaukcija.sud.rs/#/aukcije/125593
2025-03-11,True,Краљево-град,10000.0,20000.0,50.0,Pokretnosti,Разна роба,"марке ""VOX""",https://eaukcija.sud.rs/#/aukcije/125594
2025-03-12,True,Медвеђа,10000.0,20000.0,50.0,Pokretnosti,Намештај,Гардеробар са три крила боје дрвета,https://eaukcija.sud.rs/#/aukcije/124895
2025-03-12,True,Медвеђа,12500.0,25000.0,50.0,Pokretnosti,Покретне ствари,Веш машина Exquisit беле боје 6 kg 1000 RPM,https://eaukcija.sud.rs/#/aukcije/124896
2025-03-12,True,Медвеђа,19000.0,38000.0,50.0,Pokretnosti,Покретне ствари,Апарат за варење migimma 400 KZUBR  сиве боје,https://eaukcija.sud.rs/#/aukcije/124897
2025-03-12,True,Медвеђа,6000.0,12000.0,50.0,Pokretnosti,Покретне ствари,"Телевизор Vivax црне боје 32""",https://eaukcija.sud.rs/#/aukcije/124898
2025-03-12,True,Медвеђа,27500.0,55000.0,50.0,Pokretnosti,Намештај,"Гардеробер са комодом за ТВ боје дрвета, 9 крула и 4 фиоке са преградама
",https://eaukcija.sud.rs/#/aukcije/124899
2025-03-12,True,Лесковац-град,6500.0,13000.0,50.0,Pokretnosti,Намештај,Собни сточић беж боје,https://eaukcija.sud.rs/#/aukcije/124902
2025-03-12,True,Лесковац-град,20000.0,40000.0,50.0,Pokretnosti,Намештај,Тросед беж боје – кожа,https://eaukcija.sud.rs/#/aukcije/124903
2025-03-12,True,Лесковац-град,5000.0,10000.0,50.0,Pokretnosti,Покретне ствари,"Монитор Philips марке црне боје 20""",https://eaukcija.sud.rs/#/aukcije/124904
2025-03-12,True,Лесковац-град,7500.0,15000.0,50.0,Pokretnosti,Намештај,Гаредеробе са сва крила оранж боје,https://eaukcija.sud.rs/#/aukcije/124905
2025-03-12,True,Лесковац-град,3500.0,7000.0,50.0,Pokretnosti,Покретне ствари,Усиисивач Gorenje плаве боје,https://eaukcija.sud.rs/#/aukcije/124906
2025-03-12,False,Књажевац,42921.9,61317.0,70.0,Nepokretnosti,Непокретности,"Удео од 1/8 ( једна осмина ) на КП.  2159 КО: ЦРНИ ВРХ, Површина м 2 : 1613 , Начин коришћења земљишта: ЊИВА 8. КЛАСЕ, Врста  земљишта: ЗЕМЉИШТЕ У ГРАЂЕВИНСКОМ ПОДРУЧЈУ  , лист   непокретности: 246 ",https://eaukcija.sud.rs/#/aukcije/124907
2025-03-12,False,Књажевац,30578.1,43683.0,70.0,Nepokretnosti,Непокретности," Удео од 1/8 ( једна осмина ) на КП.  2306 КО: ЦРНИ ВРХ, Површина м 2 : 1299 , Начин коришћења земљишта: ПАШЊАК 6. КЛАСЕ, Врста  земљишта: ПОЉОПРИВРЕДНО ЗЕМЉИШТЕ , ",https://eaukcija.sud.rs/#/aukcije/124908
2025-03-12,False,Књажевац,102407.9,146297.0,70.0,Nepokretnosti,Непокретности,"Удео од 1/2  ( једна половин  ) на КП.  7241/2  КО: ЗАЈЕЧАР  Површине м 2 : 5003, Култура: ЊИВА 4. КЛАСЕ  лист   непокретности: 12950",https://eaukcija.sud.rs/#/aukcije/124909
2025-03-12,True,Кикинда,35000.0,70000.0,50.0,Pokretnosti,Покретне ствари,"Спаваћа соба комплет (кревет, орман 6 крила, 2 комоде)",https://eaukcija.sud.rs/#/aukcije/124938
2025-03-12,True,Кикинда,10000.0,20000.0,50.0,Pokretnosti,Покретне ствари,"Трпезаријски сто са 8 столица
",https://eaukcija.sud.rs/#/aukcije/124939
2025-03-12,True,Кикинда,2500.0,5000.0,50.0,Pokretnosti,Покретне ствари,TV PANASONIC,https://eaukcija.sud.rs/#/aukcije/124940
2025-03-12,True,Кикинда,2500.0,5000.0,50.0,Pokretnosti,Покретне ствари,TV PHILIPS,https://eaukcija.sud.rs/#/aukcije/124941
2025-03-12,True,Кикинда,2000.0,4000.0,50.0,Pokretnosti,Покретне ствари,TV LG,https://eaukcija.sud.rs/#/aukcije/124942
2025-03-12,True,Кикинда,100000.0,200000.0,50.0,Pokretnosti,Покретне ствари,Комплет бела кухиња у дворишту (8 доњих и 9 горњих делова),https://eaukcija.sud.rs/#/aukcije/124943
2025-03-12,True,Кикинда,2000.0,4000.0,50.0,Pokretnosti,Покретне ствари,TV LAKI,https://eaukcija.sud.rs/#/aukcije/124944
2025-03-12,True,Кикинда,35000.0,70000.0,50.0,Pokretnosti,Покретне ствари,"Спаваћа соба комплет (кревет, орман 6 крила, комода)
",https://eaukcija.sud.rs/#/aukcije/124945
